날짜,V1
2018-03-15,0.5920492860148795
2018-03-16,0.2742057519814519
2018-03-17,0.38040577145434507
2018-03-18,0.8422220235810809
2018-03-19,0.7464587141719663
2018-03-20,0.35943632081416743
2018-03-21,0.4911733532079856
2018-03-22,0.7668283907460756
2018-03-23,0.7456267095004548
2018-03-24,0.7039502451203986
2018-03-25,0.46403139138381044
2018-03-26,0.6374412651195324
2018-03-27,0.2047178658127613
2018-03-28,0.8228967654732373
2018-03-29,0.5175274191030951
2018-03-30,0.7047104154439083
2018-03-31,0.05479494788634487
2018-04-01,0.06135417562367507
2018-04-02,0.36298448465926314
2018-04-03,0.2199565362272522
2018-04-04,0.4469779809709016
2018-04-05,0.31614238204534373
2018-04-06,0.8147985260690735
2018-04-07,0.4755318765721076
2018-04-08,0.6947076144234645
2018-04-09,0.5024491478484003
2018-04-10,0.7086938663967789
2018-04-11,0.48715654799006636
2018-04-12,0.8971656888855111
2018-04-13,0.24474989695901295
2018-04-14,0.2542351491071395
2018-04-15,0.400286682175799
2018-04-16,0.06558591536286806
2018-04-17,0.40567382432954646
2018-04-18,0.2648684043861754
2018-04-19,0.695292570935722
2018-04-20,0.19312839868102416
2018-04-21,0.9115910716179133
2018-04-22,0.4501259241504274
2018-04-23,0.24442972737622481
2018-04-24,0.2128756248893624
2018-04-25,0.47303724142883696
2018-04-26,0.013597543638684817
2018-04-27,0.7334336252481076
2018-04-28,0.5743033698232399
2018-04-29,0.9029106000255036
2018-04-30,0.17533616106816086
2018-05-01,0.5755834150169504
2018-05-02,0.2200979119750951
2018-05-03,0.32866480799189857
2018-05-04,0.7645671444401823
2018-05-05,0.9352496121238847
2018-05-06,0.1370791096045365
2018-05-07,0.3196910833139691
2018-05-08,0.17985584479338734
2018-05-09,0.8749306301845171
2018-05-10,0.39162074539143743
2018-05-11,0.16401419209972523
2018-05-12,0.7907790846396677
2018-05-13,0.828866624700228
2018-05-14,0.1142515886904879
2018-05-15,0.19642584326333612
2018-05-16,0.04985893361618221
2018-05-17,0.5868123909860066
2018-05-18,0.01453939569272733
2018-05-19,0.5470962931046397
2018-05-20,0.9922359757493731
2018-05-21,0.15783445562429121
2018-05-22,0.4439960316661564
2018-05-23,0.009821696384461065
2018-05-24,0.07498967821727498
2018-05-25,0.4195916227092681
2018-05-26,0.6115344046539165
2018-05-27,0.536098803845256
2018-05-28,0.5267713444608343
2018-05-29,0.10653065735497058
2018-05-30,0.47711600122154896
2018-05-31,0.9740227729061998
2018-06-01,0.6289657650917264
2018-06-02,0.029743391132888264
2018-06-03,0.4289415090402955
2018-06-04,0.17743404102279214
2018-06-05,0.16567857659051466
2018-06-06,0.37322035133377873
2018-06-07,0.8668890481340933
2018-06-08,0.30978988749030123
2018-06-09,0.5531462639261442
2018-06-10,0.45070976223153103
2018-06-11,0.6576000631840729
2018-06-12,0.7944013902779666
2018-06-13,0.6056901889438948
2018-06-14,0.8036966558881583
2018-06-15,0.8790401389983801
2018-06-16,0.13620296363893325
2018-06-17,0.49836109799971073
2018-06-18,0.3801886270631277
2018-06-19,0.6521861210050502
2018-06-20,0.33816365224640343
2018-06-21,0.3607556220826649
2018-06-22,0.4095351837667939
2018-06-23,0.39617351958263924
2018-06-24,0.09065629798092945
2018-06-25,0.6897357813187702
2018-06-26,0.9374991387014211
2018-06-27,0.3725178080832888
2018-06-28,0.7030808329175184
2018-06-29,0.36624029727697205
2018-06-30,0.7944067429792654
2018-07-01,0.7772116656437583
2018-07-02,0.18613651760149696
2018-07-03,0.6223629043977476
2018-07-04,0.39122078596823207
2018-07-05,0.817785574310642
2018-07-06,0.3112046275956164
2018-07-07,0.864725114171553
2018-07-08,0.4504882575248286
2018-07-09,0.6530016064584141
2018-07-10,0.8860667753404139
2018-07-11,0.5080764002510169
2018-07-12,0.13539235258591542
2018-07-13,0.45053373645655614
2018-07-14,0.8180470898125867
2018-07-15,0.5417199590293595
2018-07-16,0.5881931622975275
2018-07-17,0.8744108450117828
2018-07-18,0.28486060622445275
2018-07-19,0.9395417839688726
2018-07-20,0.15074071798559874
2018-07-21,0.2670885585713282
2018-07-22,0.1673100294742288
2018-07-23,0.3008706270704653
2018-07-24,0.8888373946537107
2018-07-25,0.2601424104711504
2018-07-26,0.44702628965752966
2018-07-27,0.44178223945043626
2018-07-28,0.30769379881866
2018-07-29,0.36437658699749187
2018-07-30,0.46922786462044785
2018-07-31,0.03233904754067696
2018-08-01,0.050178964759543976
2018-08-02,0.9581892529356686
2018-08-03,0.11182761148612896
2018-08-04,0.4610535284771957
2018-08-05,0.17593814310923028
2018-08-06,0.27146797437867987
2018-08-07,0.6402322957625112
2018-08-08,0.3148500497258976
2018-08-09,0.8590152185658295
2018-08-10,0.7660998265612501
2018-08-11,0.4005392887389768
2018-08-12,0.1635190533182045
2018-08-13,0.9310094055064568
2018-08-14,0.5743670687060591
2018-08-15,0.6987832591821687
2018-08-16,0.3716391785203653
2018-08-17,0.6700992842826557
2018-08-18,0.839303822952042
2018-08-19,0.18300511461875102
2018-08-20,0.8648677788068811
2018-08-21,0.891969240250598
2018-08-22,0.5521174731402365
2018-08-23,0.7924760813516603
2018-08-24,0.4392945203074857
2018-08-25,0.5863331099881108
2018-08-26,0.1779106146725017
2018-08-27,0.5204793773058013
2018-08-28,0.13283401864215494
2018-08-29,0.4047705078353916
2018-08-30,0.7319562020160109
2018-08-31,0.6846376302873166
2018-09-01,0.9007275121020799
2018-09-02,0.25580739840511735
2018-09-03,0.0388980839547578
2018-09-04,0.18141248979199998
2018-09-05,0.94210329688951
2018-09-06,0.9737731992126758
2018-09-07,0.3384145731293492
2018-09-08,0.638699446860881
2018-09-09,0.24988697093315126
2018-09-10,0.5409711916684533
2018-09-11,0.5180113101265859
2018-09-12,0.13472073486325997
2018-09-13,0.6867827421299583
2018-09-14,0.68324223611318
2018-09-15,0.855486462368157
2018-09-16,0.37278911737901765
2018-09-17,0.5029693330934653
2018-09-18,0.2604202883930289
2018-09-19,0.06234835853605891
2018-09-20,0.8342318341298517
2018-09-21,0.4324635157542688
2018-09-22,0.6282743016052501
2018-09-23,0.7218215130503972
2018-09-24,0.010143510258223798
2018-09-25,0.23164467229850572
2018-09-26,0.8782915835243528
2018-09-27,0.5496535584018254
2018-09-28,0.423126664434163
2018-09-29,0.6343011154901306
2018-09-30,0.4911935164985455
2018-10-01,0.05262472635387494
2018-10-02,0.8199789064205734
2018-10-03,0.7438532780748992
2018-10-04,0.973151932650542
2018-10-05,0.8882812208425458
2018-10-06,0.6524395555315713
2018-10-07,0.5074471478632342
2018-10-08,0.30885079667113846
2018-10-09,0.1300064148067983
2018-10-10,0.9686651202361825
2018-10-11,0.12291708982452598
2018-10-12,0.9544407350750272
2018-10-13,0.4181396213263835
2018-10-14,0.2544796733752326
2018-10-15,0.3714661521239083
2018-10-16,0.4268316961607186
2018-10-17,0.3077352845196679
2018-10-18,0.19047108691609482
2018-10-19,0.71220839697176
2018-10-20,0.6171109240393797
2018-10-21,0.8222243168322628
2018-10-22,0.48527691909667936
2018-10-23,0.424751132613018
2018-10-24,0.7838498056374748
2018-10-25,0.7863861972728385
2018-10-26,0.33406397394753207
2018-10-27,0.6803005345649387
2018-10-28,0.8031228958090124
2018-10-29,0.417022617074168
2018-10-30,0.7196833217360783
2018-10-31,0.493951125609843
2018-11-01,0.7142256842600513
2018-11-02,0.8206417625034537
2018-11-03,0.2342233144393595
2018-11-04,0.0008241561564068522
2018-11-05,0.4640492967949288
2018-11-06,0.22115875437209598
2018-11-07,0.8858717076219861
2018-11-08,0.7064231710178103
2018-11-09,0.6052031766989437
2018-11-10,0.794744104756525
2018-11-11,0.34586460301849076
2018-11-12,0.3994065579248427
2018-11-13,0.40649355125765874
2018-11-14,0.30236225257805227
2018-11-15,0.9036766450753652
2018-11-16,0.040112835247746004
2018-11-17,0.8213468719074555
2018-11-18,0.2446617059315509
2018-11-19,0.5138857177550509
2018-11-20,0.5502910155148991
2018-11-21,0.4095258740803982
2018-11-22,0.36536708859750533
2018-11-23,0.2671126854601181
2018-11-24,0.7122077567062154
2018-11-25,0.0067519286983743765
2018-11-26,0.8498653005136775
2018-11-27,0.02990476920641838
2018-11-28,0.1905804989380624
2018-11-29,0.7511675941897281
2018-11-30,0.19180952075365432
2018-12-01,0.45908565834616355
2018-12-02,0.785239279513913
2018-12-03,0.13084578664247815
2018-12-04,0.17904529938448677
2018-12-05,0.3943379674075562
2018-12-06,0.2078230507632326
2018-12-07,0.5217768397248085
2018-12-08,0.2523481212373272
2018-12-09,0.10458817368690476
2018-12-10,0.7205852425420657
2018-12-11,0.2533404665853426
2018-12-12,0.5065338160003086
2018-12-13,0.41919342750344346
2018-12-14,0.19468143590432396
2018-12-15,0.00012000442901227704
2018-12-16,0.20121935559428827
2018-12-17,0.8975195259569527
2018-12-18,0.9763768958699751
2018-12-19,0.2843736919811538
2018-12-20,0.5256061518973327
2018-12-21,0.9502746713840754
2018-12-22,0.16970904642008466
2018-12-23,0.9885684154130225
2018-12-24,0.46297891363356725
2018-12-25,0.35541195238778545
2018-12-26,0.19964352546984276
2018-12-27,0.28448754488314754
2018-12-28,0.442608648154616
2018-12-29,0.8754107894093713
2018-12-30,0.7731114981510678
2018-12-31,0.31589552664231646
2019-01-01,0.5604015507241167
2019-01-02,0.7958022883894735
2019-01-03,0.8735068539539435
2019-01-04,0.035522450974255326
2019-01-05,0.606314771622703
2019-01-06,0.07693144412462605
2019-01-07,0.8053086462160642
2019-01-08,0.38655286398196986
2019-01-09,0.5737144533167483
2019-01-10,0.6769698843221069
2019-01-11,0.777597844271632
2019-01-12,0.7923784389711584
2019-01-13,0.2466942609087346
2019-01-14,0.4310803146747617
2019-01-15,0.7409471907193902
2019-01-16,0.46186292606517343
2019-01-17,0.9097514317603582
2019-01-18,0.5052164847032281
2019-01-19,0.38779701877503514
2019-01-20,0.24102083610598746
2019-01-21,0.8072011701667413
2019-01-22,0.7053342347191247
2019-01-23,0.04694070485149371
2019-01-24,0.7115060116611961
2019-01-25,0.09613690762512239
2019-01-26,0.8667211262539345
2019-01-27,0.8198812239190967
2019-01-28,0.17622339429055955
2019-01-29,0.13286342787228445
2019-01-30,0.3254472690187923
2019-01-31,0.5614631463538001
2019-02-01,0.22815956852714014
2019-02-02,0.6808594051038204
2019-02-03,0.6418589990518809
2019-02-04,0.46816909776031246
2019-02-05,0.7119178193549479
2019-02-06,0.007583849352367333
2019-02-07,0.8061848678363539
2019-02-08,0.11449445379994627
2019-02-09,0.20776528877558476
2019-02-10,0.4126176948830974
2019-02-11,0.5771524932704086
2019-02-12,0.42967544640569844
2019-02-13,0.33681486752143686
2019-02-14,0.8167750760324478
2019-02-15,0.07246656898105408
2019-02-16,0.3537677976253567
2019-02-17,0.41828319545723147
2019-02-18,0.490619426468638
2019-02-19,0.9320701117094082
2019-02-20,0.7615185333824875
2019-02-21,0.8922092304511476
2019-02-22,0.8431422222725512
2019-02-23,0.9064872650494152
2019-02-24,0.848266900037187
2019-02-25,0.2953512877215293
2019-02-26,0.953056345685339
2019-02-27,0.35184650290637554
2019-02-28,0.5195330835717037
2019-03-01,0.4763268047038288
2019-03-02,0.42903506238891276
2019-03-03,0.6441857827469627
2019-03-04,0.5846728991024749
2019-03-05,0.3391781118059598
2019-03-06,0.5529466036651733
2019-03-07,0.5754512274950538
2019-03-08,0.7423124974244166
2019-03-09,0.7237286423986631
2019-03-10,0.0037989872591820406
2019-03-11,0.16023128673672038
2019-03-12,0.7922102003815048
2019-03-13,0.1964533421178758
2019-03-14,0.8785852714849941
2019-03-15,0.14292074220970674
2019-03-16,0.7886982715918682
2019-03-17,0.4412273031132754
2019-03-18,0.2282799805859299
2019-03-19,0.043549657921338025
2019-03-20,0.9188117642554587
2019-03-21,0.3577863284842524
2019-03-22,0.521832332715675
2019-03-23,0.23721695863322145
2019-03-24,0.9672616789508197
2019-03-25,0.9798713618789456
2019-03-26,0.9951841133655346
2019-03-27,0.3177461826330318
2019-03-28,0.12597525931235853
2019-03-29,0.5837515175665471
2019-03-30,0.6255114361235644
2019-03-31,0.5062323590542107
2019-04-01,0.7550860985823158
2019-04-02,0.3635541610477472
2019-04-03,0.964298607707554
2019-04-04,0.44320313924610877
2019-04-05,0.9095716117314006
2019-04-06,0.6581525557958751
2019-04-07,0.9181133144977425
2019-04-08,0.24278212861622295
2019-04-09,0.5889143861186856
2019-04-10,0.6249433254201793
2019-04-11,0.9554350810469313
2019-04-12,0.7604128746809983
2019-04-13,0.2851439731939257
2019-04-14,0.27822109457034183
2019-04-15,0.5518516178186569
2019-04-16,0.7719666121029037
2019-04-17,0.5540929642237293
2019-04-18,0.2655967834280103
2019-04-19,0.04963916925300316
2019-04-20,0.9663728087918926
2019-04-21,0.9474418801995427
2019-04-22,0.3458923609149491
2019-04-23,0.4734337581609699
2019-04-24,0.15527385327799903
2019-04-25,0.1082894488251287
2019-04-26,0.6972570886920224
2019-04-27,0.8264733990851656
2019-04-28,0.14030768522012382
2019-04-29,0.14571170427682756
2019-04-30,0.4608261649366556
2019-05-01,0.8346549920265747
2019-05-02,0.4483602123625178
2019-05-03,0.813671279015564
2019-05-04,0.37275954436916015
2019-05-05,0.4932255163935384
2019-05-06,0.2007993935424024
2019-05-07,0.08106844525864854
2019-05-08,0.4763336468700088
2019-05-09,0.7156775816874138
2019-05-10,0.7487828447203178
2019-05-11,0.40669302172097976
2019-05-12,0.3203761976596987
2019-05-13,0.8613879666323903
2019-05-14,0.21512764058528355
2019-05-15,0.2930962355747243
2019-05-16,0.293009473385082
2019-05-17,0.8268039827983529
2019-05-18,0.9321610284488725
2019-05-19,0.9405736908923659
2019-05-20,0.5319429873219452
2019-05-21,0.2275912278021317
2019-05-22,0.5947537409098972
2019-05-23,0.4395277089250301
2019-05-24,0.9166597002357958
2019-05-25,0.1547035925719482
2019-05-26,0.6938801363052479
2019-05-27,0.20605367297587085
2019-05-28,0.3107984043963935
2019-05-29,0.732151867017532
2019-05-30,0.9607903607415178
2019-05-31,0.1317299406978828
2019-06-01,0.9779625296073067
2019-06-02,0.6956254954078619
2019-06-03,0.5739612678625235
2019-06-04,0.2903697974943257
2019-06-05,0.7866872679743849
2019-06-06,0.40804567463654795
2019-06-07,0.38261011960705127
2019-06-08,0.3479533627643605
2019-06-09,0.015287500188042258
2019-06-10,0.9987749490269339
2019-06-11,0.3462086236534745
2019-06-12,0.08186311825587878
2019-06-13,0.9241111789474259
2019-06-14,0.7691300803790327
2019-06-15,0.6657406365224658
2019-06-16,0.3016099308117618
2019-06-17,0.13570915070785183
2019-06-18,0.3723015955138983
2019-06-19,0.6692028077753308
2019-06-20,0.6361453852170188
2019-06-21,0.5449870440896692
2019-06-22,0.8889674691559668
2019-06-23,0.322276071185159
2019-06-24,0.18993305692100226
2019-06-25,0.9271452994483628
2019-06-26,0.13688267740753002
2019-06-27,0.588130775691427
2019-06-28,0.5494448918404454
2019-06-29,0.6412475577994476
2019-06-30,0.44227535959297637
2019-07-01,0.316692451444317
2019-07-02,0.1161881731387645
2019-07-03,0.277083938346535
2019-07-04,0.7105248867518761
2019-07-05,0.3326440686388169
2019-07-06,0.406127452237413
2019-07-07,0.401415153282201
2019-07-08,0.3221438244940309
2019-07-09,0.5912805029222256
2019-07-10,0.02448141726287778
2019-07-11,0.6777975108744883
2019-07-12,0.9997284079200611
2019-07-13,0.2515595732558239
2019-07-14,0.11972188613735502
2019-07-15,0.11037435540426899
2019-07-16,0.43181475805296865
2019-07-17,0.6952892877986675
2019-07-18,0.5404064993850111
2019-07-19,0.9659700701965689
2019-07-20,0.8525077450850587
2019-07-21,0.7953300660972561
2019-07-22,0.10054173660585308
2019-07-23,0.6678262812547945
2019-07-24,0.2772307010789804
2019-07-25,0.24089887327335857
2019-07-26,0.6467106626148732
2019-07-27,0.23565931630382686
2019-07-28,0.9165984250891568
2019-07-29,0.5686695114536168
2019-07-30,0.873672882176378
2019-07-31,0.6698905811686255
2019-08-01,0.5042504322562656
2019-08-02,0.9308618677155155
2019-08-03,0.06764097561367854
2019-08-04,0.0050951236101411945
2019-08-05,0.28138646530903166
2019-08-06,0.34386646413790634
2019-08-07,0.7134177036167832
2019-08-08,0.962656637137231
2019-08-09,0.05882446894547755
2019-08-10,0.9868893591322647
2019-08-11,0.11336229125843089
2019-08-12,0.44029376923983854
2019-08-13,0.2796974703205317
2019-08-14,0.29333095537116105
2019-08-15,0.9918090459506008
2019-08-16,0.6003546237970427
2019-08-17,0.053717673241331365
2019-08-18,0.75428936276794
2019-08-19,0.6052877466745799
2019-08-20,0.07359586528261852
2019-08-21,0.719448359057605
2019-08-22,0.45427242215963437
2019-08-23,0.8530939864850824
2019-08-24,0.9809645884492817
2019-08-25,0.6046672710162379
2019-08-26,0.9850789709387451
2019-08-27,0.9040827342741018
2019-08-28,0.6742084435218628
2019-08-29,0.16676616056911586
2019-08-30,0.6928260860147856
2019-08-31,0.4876883344942936
2019-09-01,0.28169705700090175
2019-09-02,0.9012217488790949
2019-09-03,0.7186297186329806
2019-09-04,0.9946429292257853
2019-09-05,0.09418479192519469
2019-09-06,0.20092969568119878
2019-09-07,0.21387940360670565
2019-09-08,0.7561992375137553
2019-09-09,0.19998061651270838
2019-09-10,0.47251610288878687
2019-09-11,0.32918500797178374
2019-09-12,0.4815356542505038
2019-09-13,0.3404682856482668
2019-09-14,0.7069156604564067
2019-09-15,0.3417757858253492
2019-09-16,0.7833492347227305
2019-09-17,0.004411001065968256
2019-09-18,0.29555003521711454
2019-09-19,0.027469841585558208
2019-09-20,0.5785935437840504
2019-09-21,0.09212126844913582
2019-09-22,0.9741525758310218
2019-09-23,0.06566405796507535
2019-09-24,0.2566361436895894
2019-09-25,0.004940252015193547
2019-09-26,0.9950129580945438
2019-09-27,0.09766048101817726
2019-09-28,0.9990795791877651
2019-09-29,0.47898211694252457
2019-09-30,0.15955294614916293
2019-10-01,0.312752159893288
2019-10-02,0.5838944364547743
2019-10-03,0.17654014288326625
2019-10-04,0.5528149408847881
2019-10-05,0.05353168467211877
2019-10-06,0.45578609929594005
2019-10-07,0.572954140655025
2019-10-08,0.3450932248817411
2019-10-09,0.31716102545387825
2019-10-10,0.439319360083849
2019-10-11,0.34629704320052324
2019-10-12,0.9595130014836476
2019-10-13,0.754437551212608
2019-10-14,0.45192267423972254
2019-10-15,0.6931069798237774
2019-10-16,0.07787978666767792
2019-10-17,0.6801699681567852
2019-10-18,0.3844791143995221
2019-10-19,0.22586712161116296
2019-10-20,0.033708699792764696
2019-10-21,0.9814456807017387
2019-10-22,0.6258922541230374
2019-10-23,0.32190712957369694
2019-10-24,0.7712464615133747
2019-10-25,0.8499177288579259
2019-10-26,0.19281094289527545
2019-10-27,0.66532548814392
2019-10-28,0.023745631966471392
2019-10-29,0.3795809939319533
2019-10-30,0.8115800069751282
2019-10-31,0.626337455755719
2019-11-01,0.19526383505816358
2019-11-02,0.9787404797249102
2019-11-03,0.3223353987246954
2019-11-04,0.8500128663951578
2019-11-05,0.3542887007447052
2019-11-06,0.6883491531379328
2019-11-07,0.0006344382967043982
2019-11-08,0.8949484326640272
2019-11-09,0.24546389711577477
2019-11-10,0.25124069165941565
2019-11-11,0.5081853225081479
2019-11-12,0.7057629365367831
2019-11-13,0.030466878967467914
2019-11-14,0.9953536442965198
2019-11-15,0.9447681875566512
2019-11-16,0.02213998759326241
2019-11-17,0.9880550855574347
2019-11-18,0.10545841363070152
2019-11-19,0.28521313573788476
2019-11-20,0.04965647458162248
2019-11-21,0.1549008630406351
2019-11-22,0.6472588958551104
2019-11-23,0.38944882761407007
2019-11-24,0.7920550636372938
2019-11-25,0.5103596356526865
2019-11-26,0.17113678304162805
2019-11-27,0.6111200489865444
2019-11-28,0.3721119011732622
2019-11-29,0.9777226053096656
2019-11-30,0.3741478356621811
2019-12-01,0.4991763070825197
2019-12-02,0.5262066146501623
2019-12-03,0.77588184935959
2019-12-04,0.6950715632490732
2019-12-05,0.22276333782222857
2019-12-06,0.21868031397135024
2019-12-07,0.4511081807729346
2019-12-08,0.6213315896646805
2019-12-09,0.433450441108861
2019-12-10,0.12194733958522619
2019-12-11,0.6397566016484364
2019-12-12,0.3824291287758863
2019-12-13,0.7190159236296446
2019-12-14,0.15403841818333008
2019-12-15,0.9386892407872659
2019-12-16,0.1694147164633938
2019-12-17,0.49055324745733264
2019-12-18,0.5093264323272103
2019-12-19,0.39421439216883236
2019-12-20,0.306038690211084
2019-12-21,0.14526824250166115
2019-12-22,0.010311276649264345
2019-12-23,0.40284949211291
2019-12-24,0.4500644729366877
2019-12-25,0.6143397359580777
2019-12-26,0.014883966036442486
2019-12-27,0.011438525514835374
2019-12-28,0.5498212770581089
2019-12-29,0.6078950833299716
2019-12-30,0.8922611447660824
2019-12-31,0.22938777954540057
